action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,resultado,cor
Fadeaway Jump Shot,Jump Shot,50,21000094,34.0373,154,7,-118.1158,5,1,0,2010-11,3,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-07,LAL vs. POR,POR,16540,Cesta,green
Jump Shot,Jump Shot,52,21000094,33.9203,-90,124,-118.3598,4,1,0,2010-11,34,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-07,LAL vs. POR,POR,16541,Cesta,green
Jump Shot,Jump Shot,247,21000094,34.0083,-21,36,-118.2908,11,3,0,2010-11,48,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-07,LAL vs. POR,POR,16545,Cesta,green
Pullup Jump shot,Jump Shot,18,21000107,33.9723,103,72,-118.1668,10,1,0,2010-11,30,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16549,Cesta,green
Jump Shot,Jump Shot,78,21000107,33.8723,133,172,-118.1368,4,1,0,2010-11,22,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16554,Cesta,green
Jump Shot,Jump Shot,180,21000107,33.9673,-171,77,-118.4408,6,2,0,2010-11,38,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16556,Cesta,green
Jump Shot,Jump Shot,244,21000107,33.9883,-153,56,-118.4228,1,2,0,2010-11,57,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16559,Cesta,green
Jump Shot,Jump Shot,257,21000107,33.9393,-168,105,-118.4378,1,2,0,2010-11,9,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16560,Cesta,green
Jump Shot,Jump Shot,266,21000107,33.8273,-60,217,-118.3298,0,2,0,2010-11,2,22,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16562,Cesta,green
Jump Shot,Jump Shot,318,21000107,33.8493,29,195,-118.2408,8,3,0,2010-11,5,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16565,Cesta,green
Jump Shot,Jump Shot,546,21000107,33.9773,-37,67,-118.3068,0,4,0,2010-11,41,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-09,LAL vs. MIN,MIN,16575,Cesta,green
Jump Shot,Jump Shot,101,21000120,33.9073,39,137,-118.2308,3,1,0,2010-11,5,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-11,LAL @ DEN,DEN,16582,Cesta,green
Jump Shot,Jump Shot,249,21000120,33.9013,124,143,-118.1458,4,2,0,2010-11,20,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-11,LAL @ DEN,DEN,16585,Cesta,green
Layup Shot,Layup,256,21000120,34.0463,13,-2,-118.2568,3,2,0,2010-11,58,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-11,LAL @ DEN,DEN,16586,Cesta,green
Driving Dunk Shot,Dunk,313,21000120,34.0333,26,11,-118.2438,0,2,0,2010-11,37,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-11,LAL @ DEN,DEN,16589,Cesta,green
Jump Shot,Jump Shot,328,21000120,33.8843,155,160,-118.1148,11,3,0,2010-11,45,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-11,LAL @ DEN,DEN,16591,Cesta,green
Turnaround Jump Shot,Jump Shot,331,21000120,34.0193,132,25,-118.1378,11,3,0,2010-11,10,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-11,LAL @ DEN,DEN,16592,Cesta,green
Jump Shot,Jump Shot,30,21000143,33.9923,23,52,-118.2468,7,1,0,2010-11,39,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-14,LAL vs. PHX,PHX,16609,Cesta,green
Turnaround Fadeaway shot,Jump Shot,88,21000143,33.9283,-29,116,-118.2988,2,1,0,2010-11,15,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-14,LAL vs. PHX,PHX,16611,Cesta,green
Jump Shot,Jump Shot,274,21000143,33.9203,113,124,-118.1568,10,3,0,2010-11,6,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-14,LAL vs. PHX,PHX,16618,Cesta,green
Running Jump Shot,Jump Shot,335,21000143,33.9963,-2,48,-118.2718,3,3,0,2010-11,45,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-14,LAL vs. PHX,PHX,16620,Cesta,green
Driving Layup Shot,Layup,535,21000143,34.0193,-15,25,-118.2848,0,4,0,2010-11,11,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-14,LAL vs. PHX,PHX,16626,Cesta,green
Running Jump Shot,Jump Shot,547,21000143,33.9723,-4,72,-118.2738,0,4,0,2010-11,4,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-14,LAL vs. PHX,PHX,16627,Cesta,green
Layup Shot,Layup,7,21000155,34.0333,6,11,-118.2638,11,1,0,2010-11,26,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16628,Cesta,green
Layup Shot,Layup,21,21000155,34.0383,18,6,-118.2518,9,1,0,2010-11,27,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16630,Cesta,green
Jump Shot,Jump Shot,24,21000155,33.9363,-166,108,-118.4358,8,1,0,2010-11,48,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16631,Cesta,green
Jump Shot,Jump Shot,221,21000155,34.0373,154,7,-118.1158,3,2,0,2010-11,23,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16636,Cesta,green
Jump Shot,Jump Shot,234,21000155,34.0473,64,-3,-118.2058,1,2,0,2010-11,41,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16637,Cesta,green
Jump Shot,Jump Shot,299,21000155,33.9093,78,135,-118.1918,7,3,0,2010-11,3,15,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16642,Cesta,green
Layup Shot,Layup,324,21000155,34.0443,2,0,-118.2678,3,3,0,2010-11,44,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16644,Cesta,green
Turnaround Jump Shot,Jump Shot,358,21000155,34.0143,114,30,-118.1558,2,3,0,2010-11,0,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16646,Cesta,green
Jump Shot,Jump Shot,525,21000155,33.9973,73,47,-118.1968,0,4,0,2010-11,53,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-16,LAL @ MIL,MIL,16649,Cesta,green
Driving Layup Shot,Layup,17,21000161,34.0433,0,1,-118.2698,10,1,0,2010-11,8,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-17,LAL @ DET,DET,16651,Cesta,green
Layup Shot,Layup,189,21000161,34.0433,1,1,-118.2688,6,2,0,2010-11,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-17,LAL @ DET,DET,16658,Cesta,green
Running Bank shot,Bank Shot,193,21000161,33.9863,17,58,-118.2528,5,2,0,2010-11,14,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-17,LAL @ DET,DET,16659,Cesta,green
Driving Layup Shot,Layup,208,21000161,34.0433,0,1,-118.2698,2,2,0,2010-11,53,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-17,LAL @ DET,DET,16661,Cesta,green
Turnaround Jump Shot,Jump Shot,280,21000161,33.9703,-65,74,-118.3348,8,3,0,2010-11,5,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-17,LAL @ DET,DET,16666,Cesta,green
Jump Shot,Jump Shot,312,21000161,34.0363,194,8,-118.0758,4,3,0,2010-11,34,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-17,LAL @ DET,DET,16668,Cesta,green
Turnaround Fadeaway shot,Jump Shot,28,21000176,34.0083,147,36,-118.1228,8,1,0,2010-11,50,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16672,Cesta,green
Jump Shot,Jump Shot,177,21000176,33.9103,-125,134,-118.3948,6,2,0,2010-11,46,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16677,Cesta,green
Jump Shot,Jump Shot,239,21000176,33.8903,108,154,-118.1618,1,2,0,2010-11,14,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16683,Cesta,green
Jump Shot,Jump Shot,241,21000176,33.9213,99,123,-118.1708,0,2,0,2010-11,46,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16684,Cesta,green
Driving Dunk Shot,Dunk,275,21000176,34.0443,-8,0,-118.2778,9,3,0,2010-11,42,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16688,Cesta,green
Driving Reverse Layup Shot,Layup,321,21000176,34.0193,-30,25,-118.2998,5,3,0,2010-11,59,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16690,Cesta,green
Alley Oop Layup shot,Layup,342,21000176,34.0353,11,9,-118.2588,4,3,0,2010-11,39,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-19,LAL @ MIN,MIN,16692,Cesta,green
Fadeaway Jump Shot,Jump Shot,21,21000194,33.9863,6,58,-118.2638,10,1,0,2010-11,23,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16699,Cesta,green
Jump Shot,Jump Shot,63,21000194,33.9833,-150,61,-118.4198,5,1,0,2010-11,22,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16700,Cesta,green
Driving Layup Shot,Layup,83,21000194,34.0133,-10,31,-118.2798,3,1,0,2010-11,23,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16704,Cesta,green
Layup Shot,Layup,92,21000194,34.0323,23,12,-118.2468,2,1,0,2010-11,29,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16705,Cesta,green
Jump Shot,Jump Shot,192,21000194,33.8603,-76,184,-118.3458,5,2,0,2010-11,43,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16707,Cesta,green
Reverse Slam Dunk Shot,Dunk,231,21000194,34.0243,-24,20,-118.2938,2,2,0,2010-11,37,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16709,Cesta,green
Layup Shot,Layup,340,21000194,34.0273,15,17,-118.2548,3,3,0,2010-11,51,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-21,LAL vs. GSW,GSW,16713,Cesta,green
Jump Shot,Jump Shot,2,21000208,33.8883,-76,156,-118.3458,11,1,0,2010-11,43,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-23,LAL vs. CHI,CHI,16714,Cesta,green
Finger Roll Layup Shot,Layup,66,21000208,34.0023,2,42,-118.2678,5,1,0,2010-11,42,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-23,LAL vs. CHI,CHI,16717,Cesta,green
Jump Shot,Jump Shot,211,21000208,33.9863,72,58,-118.1978,4,2,0,2010-11,42,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-23,LAL vs. CHI,CHI,16720,Cesta,green
Turnaround Fadeaway shot,Jump Shot,349,21000208,34.0133,-125,31,-118.3948,4,3,0,2010-11,27,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-23,LAL vs. CHI,CHI,16723,Cesta,green
Fadeaway Jump Shot,Jump Shot,26,21000231,33.9703,-75,74,-118.3448,7,1,0,2010-11,41,10,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-26,LAL @ UTA,UTA,16733,Cesta,green
Reverse Layup Shot,Layup,48,21000231,34.0293,0,15,-118.2698,5,1,0,2010-11,26,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-26,LAL @ UTA,UTA,16734,Cesta,green
Fadeaway Jump Shot,Jump Shot,76,21000231,33.9843,-37,60,-118.3068,2,1,0,2010-11,42,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-26,LAL @ UTA,UTA,16737,Cesta,green
Jump Bank Shot,Jump Shot,264,21000231,33.9453,-149,99,-118.4188,11,3,0,2010-11,42,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-26,LAL @ UTA,UTA,16744,Cesta,green
Turnaround Jump Shot,Jump Shot,325,21000231,34.0223,58,22,-118.2118,3,3,0,2010-11,14,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-26,LAL @ UTA,UTA,16748,Cesta,green
Turnaround Fadeaway shot,Jump Shot,433,21000231,33.9343,-87,110,-118.3568,3,4,0,2010-11,33,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-26,LAL @ UTA,UTA,16751,Cesta,green
Fadeaway Jump Shot,Jump Shot,3,21000249,33.9073,81,137,-118.1888,11,1,0,2010-11,26,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16753,Cesta,green
Driving Layup Shot,Layup,15,21000249,34.0163,7,28,-118.2628,9,1,0,2010-11,58,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16756,Cesta,green
Layup Shot,Layup,62,21000249,34.0243,6,20,-118.2638,4,1,0,2010-11,32,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16759,Cesta,green
Turnaround Jump Shot,Jump Shot,114,21000249,33.9343,67,110,-118.2028,0,1,0,2010-11,15,12,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16763,Cesta,green
Running Jump Shot,Jump Shot,229,21000249,33.9073,-2,137,-118.2718,2,2,0,2010-11,13,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16764,Cesta,green
Fadeaway Jump Shot,Jump Shot,369,21000249,34.0443,154,0,-118.1158,1,3,0,2010-11,41,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16772,Cesta,green
Driving Reverse Layup Shot,Layup,387,21000249,34.0213,-16,23,-118.2858,0,3,0,2010-11,8,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16774,Cesta,green
Floating Jump shot,Jump Shot,488,21000249,34.0023,13,42,-118.2568,4,4,0,2010-11,31,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16777,Cesta,green
Layup Shot,Layup,497,21000249,34.0323,-24,12,-118.2938,3,4,0,2010-11,29,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16780,Cesta,green
Running Jump Shot,Jump Shot,507,21000249,34.0253,69,19,-118.2008,1,4,0,2010-11,43,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16781,Cesta,green
Fadeaway Jump Shot,Jump Shot,512,21000249,33.9533,-131,91,-118.4008,1,4,0,2010-11,7,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-11-28,LAL vs. IND,IND,16782,Cesta,green
Driving Layup Shot,Layup,22,21000258,34.0293,-5,15,-118.2748,9,1,0,2010-11,11,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16788,Cesta,green
Alley Oop Layup shot,Layup,28,21000258,34.0403,0,4,-118.2698,8,1,0,2010-11,21,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16790,Cesta,green
Layup Shot,Layup,64,21000258,34.0273,17,17,-118.2528,3,1,0,2010-11,51,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16792,Cesta,green
Running Jump Shot,Jump Shot,148,21000258,33.9963,29,48,-118.2408,8,2,0,2010-11,19,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16795,Cesta,green
Reverse Layup Shot,Layup,318,21000258,34.0243,28,20,-118.2418,3,3,0,2010-11,2,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16806,Cesta,green
Jump Shot,Jump Shot,325,21000258,34.0373,214,7,-118.0558,2,3,0,2010-11,15,21,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16807,Cesta,green
Layup Shot,Layup,484,21000258,34.0273,13,17,-118.2568,0,4,0,2010-11,28,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-11-30,LAL @ MEM,MEM,16810,Cesta,green
Running Layup Shot,Layup,23,21000269,34.0213,32,23,-118.2378,8,1,0,2010-11,45,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16811,Cesta,green
Driving Jump shot,Jump Shot,53,21000269,34.0253,53,19,-118.2168,5,1,0,2010-11,59,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16813,Cesta,green
Turnaround Jump Shot,Jump Shot,64,21000269,33.8583,-93,186,-118.3628,5,1,0,2010-11,15,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16814,Cesta,green
Layup Shot,Layup,169,21000269,34.0383,20,6,-118.2498,3,2,0,2010-11,59,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16816,Cesta,green
Tip Shot,Tip Shot,187,21000269,34.0433,-12,1,-118.2818,2,2,0,2010-11,37,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16817,Cesta,green
Turnaround Fadeaway shot,Jump Shot,207,21000269,33.9343,-49,110,-118.3188,0,2,0,2010-11,0,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16821,Cesta,green
Turnaround Fadeaway shot,Jump Shot,213,21000269,34.0273,-93,17,-118.3628,11,3,0,2010-11,36,9,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16822,Cesta,green
Step Back Jump shot,Jump Shot,411,21000269,33.8993,-131,145,-118.4008,5,4,0,2010-11,53,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-12-01,LAL @ HOU,HOU,16828,Cesta,green
Jump Bank Shot,Jump Shot,5,21000287,34.0213,-41,23,-118.3108,10,1,0,2010-11,45,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16835,Cesta,green
Dunk Shot,Dunk,11,21000287,34.0143,0,30,-118.2698,10,1,0,2010-11,15,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16836,Cesta,green
Layup Shot,Layup,62,21000287,34.0403,-16,4,-118.2858,4,1,0,2010-11,24,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16839,Cesta,green
Driving Jump shot,Jump Shot,245,21000287,34.0333,-34,11,-118.3038,1,2,0,2010-11,49,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16846,Cesta,green
Layup Shot,Layup,260,21000287,34.0323,18,12,-118.2518,0,2,0,2010-11,36,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16848,Cesta,green
Driving Layup Shot,Layup,269,21000287,34.0253,4,19,-118.2658,0,2,0,2010-11,6,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16849,Cesta,green
Jump Shot,Jump Shot,296,21000287,33.9893,-7,55,-118.2768,10,3,0,2010-11,56,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16850,Cesta,green
Turnaround Jump Shot,Jump Shot,312,21000287,34.0073,-79,37,-118.3488,8,3,0,2010-11,36,8,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-12-03,LAL vs. SAC,SAC,16851,Cesta,green
Jump Shot,Jump Shot,5,21000315,33.9013,-87,143,-118.3568,11,1,0,2010-11,21,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-12-07,LAL vs. WAS,WAS,16853,Cesta,green
Driving Layup Shot,Layup,78,21000315,34.0163,2,28,-118.2678,3,1,0,2010-11,2,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-07,LAL vs. WAS,WAS,16858,Cesta,green
Jump Shot,Jump Shot,93,21000315,33.9803,-187,64,-118.4568,2,1,0,2010-11,8,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-12-07,LAL vs. WAS,WAS,16859,Cesta,green
Layup Shot,Layup,239,21000315,34.0253,13,19,-118.2568,2,2,0,2010-11,21,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-07,LAL vs. WAS,WAS,16864,Cesta,green
Floating Jump shot,Jump Shot,245,21000315,33.9253,0,119,-118.2698,1,2,0,2010-11,37,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-12-07,LAL vs. WAS,WAS,16865,Cesta,green
Layup Shot,Layup,249,21000315,34.0223,-13,22,-118.2828,1,2,0,2010-11,11,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-12-07,LAL vs. WAS,WAS,16866,Cesta,green
